,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID,PLAYER_NAME,TimeFrame,PTS,AST,REB,PIE,SEASON_ID,ALL_STAR_APPEARANCES
0,201609,Goran,Dragic,Goran Dragic,"Dragic, Goran",G. Dragic,goran-dragic,1986-05-06T00:00:00,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-3,190,13,1,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,goran_dragic,2008,2021,N,Y,Y,2008,2,45,201609,Goran Dragic,2021-22,6.0,1.5,2.5,0.113,12008,
0,203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-10,279,9,2,Center,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,andre_drummond,2012,2021,N,Y,Y,2012,1,9,203083,Andre Drummond,2021-22,5.3,2.3,12.0,0.185,12012,
0,201162,Jared,Dudley,Jared Dudley,"Dudley, Jared",J. Dudley,jared-dudley,1985-07-10T00:00:00,Boston College,USA,Boston College/USA,6-6,237,14,10,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,jared_dudley,2007,2020,N,Y,Y,2007,1,22,201162,Jared Dudley,career,7.3,1.5,3.2,,12007,0.0
0,1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,5,32,Guard,Inactive,Y,1610612737,Hawks,ATL,hawks,Atlanta,kris_dunn,2016,2020,N,Y,Y,2016,1,5,1627739,Kris Dunn,career,8.2,4.1,3.3,,12016,0.0
0,201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-10,240,13,7,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,kevin_durant,2007,2021,N,Y,Y,2007,1,2,201142,Kevin Durant,2021-22,31.0,5.8,9.8,0.234,12007,
0,1629035,Carsen,Edwards,Carsen Edwards,"Edwards, Carsen",C. Edwards,carsen-edwards,1998-03-12T00:00:00,Purdue,USA,Purdue/USA,5-11,200,2,4,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,carsen_edwards,2019,2020,Y,Y,Y,2019,2,33,1629035,Carsen Edwards,career,3.6,0.6,1.1,,12019,0.0
0,1627740,Henry,Ellenson,Henry Ellenson,"Ellenson, Henry",H. Ellenson,henry-ellenson,1997-01-13T00:00:00,Marquette,USA,Marquette/USA,6-10,240,4,,Forward-Center,Inactive,N,0,,,,,henry_ellenson,2016,2020,Y,Y,Y,2016,1,18,1627740,Henry Ellenson,career,4.1,0.6,2.5,,12016,0.0
0,201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29T00:00:00,North Carolina,USA,North Carolina/USA,6-4,207,12,2,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,wayne_ellington,2009,2021,N,Y,Y,2009,1,28,201961,Wayne Ellington,2020-21,9.6,1.5,1.8,0.075,12009,
0,203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280,5,21,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2021,N,Y,Y,2014,1,3,203954,Joel Embiid,2021-22,19.3,4.5,7.3,0.145,12016,
0,203516,James,Ennis III,James Ennis III,"Ennis III, James",J. Ennis III,james-ennis-iii,1990-07-01T00:00:00,California State-Long Beach,USA,California State-Long Beach/USA,6-6,215,7,11,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,james_ennis iii,2014,2020,Y,Y,Y,2013,2,50,203516,James Ennis III,career,6.7,1.0,3.3,,12014,0.0
0,1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-9,245,3,14,Forward-Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,drew_eubanks,2018,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629234,Drew Eubanks,2021-22,3.8,1.8,4.5,0.093,12018,
0,1628980,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,jacob-evans,1997-06-18T00:00:00,Cincinnati,USA,Cincinnati/USA,6-4,210,2,12,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jacob_evans,2018,2019,Y,Y,Y,2018,1,28,1628980,Jacob Evans,career,2.8,0.9,1.1,,12018,0.0
0,203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,1995-07-13T00:00:00,                                   ,Australia,Australian Institute of Sport/Australia,6-5,214,6,5,Guard,Inactive,Y,1610612745,Rockets,HOU,rockets,Houston,dante_exum,2014,2020,N,Y,Y,2014,1,5,203957,Dante Exum,career,5.7,2.1,1.8,,12014,0.0
0,1629605,Tacko,Fall,Tacko Fall,"Fall, Tacko",T. Fall,tacko-fall,1995-12-10T00:00:00,Central Florida,Senegal,Central Florida/Senegal,7-6,311,2,99,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,tacko_fall,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629605,Tacko Fall,2021-22,0.0,0.0,2.0,-0.067,12019,
0,202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265,11,15,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,derrick_favors,2010,2021,N,Y,Y,2010,1,3,202324,Derrick Favors,2021-22,4.0,0.7,6.3,0.067,12010,
0,1626245,Cristiano,Felicio,Cristiano Felicio,"Felicio, Cristiano",C. Felicio,cristiano-felicio,1992-07-07T00:00:00,Flamengo,Brazil,Flamengo/Brazil,6-11,270,6,6,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,cristiano_felicio,2015,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1626245,Cristiano Felicio,career,4.3,0.7,3.9,,12015,0.0
0,1628390,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,terrance-ferguson,1998-05-17T00:00:00,,USA,Adelaide/USA,6-6,190,3,,Guard,Inactive,N,0,,,,,terrance_ferguson,2017,2020,Y,Y,Y,2017,1,21,1628390,Terrance Ferguson,career,4.5,0.7,1.3,,12017,0.0
0,1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-9,240,2,28,Forward-Center,Active,Y,1610612738,Celtics,BOS,celtics,Boston,bruno_fernando,2019,2021,Y,Y,Y,2019,2,34,1628981,Bruno Fernando,2020-21,1.5,0.3,2.4,0.069,12019,
0,1627812,Yogi,Ferrell,Yogi Ferrell,"Ferrell, Yogi",Y. Ferrell,yogi-ferrell,1993-05-09T00:00:00,Indiana,USA,Indiana/USA,6-0,178,5,11,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,yogi_ferrell,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627812,Yogi Ferrell,career,7.7,2.3,2.1,,12016,0.0
0,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220,5,10,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dorian_finney-smith,2016,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,1627827,Dorian Finney-Smith,2021-22,7.3,1.7,7.3,0.043,12016,
0,1627854,Bryn,Forbes,Bryn Forbes,"Forbes, Bryn",B. Forbes,bryn-forbes,1993-07-23T00:00:00,Michigan State,USA,Michigan State/USA,6-2,205,5,7,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,bryn_forbes,2016,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627854,Bryn Forbes,2021-22,0.8,0.3,0.8,-0.07,12016,
0,203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,evan-fournier,1992-10-29T00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-6,205,9,13,Guard-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,evan_fournier,2012,2021,N,Y,Y,2012,1,20,203095,Evan Fournier,2021-22,19.0,2.8,3.8,0.119,12012,
0,1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,4,5,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,de'aaron_fox,2017,2021,N,Y,Y,2017,1,5,1628368,De'Aaron Fox,2021-22,18.7,6.3,4.3,0.058,12017,
0,1626187,Michael,Frazier II,Michael Frazier II,"Frazier II, Michael",M. Frazier II,michael-frazier-ii,1994-03-08T00:00:00,Florida,USA,Florida/USA,6-3,200,1,21,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,michael_frazier,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1626187,Michael Frazier II,career,2.1,0.2,0.8,,12015,0.0
0,204025,Tim,Frazier,Tim Frazier,"Frazier, Tim",T. Frazier,tim-frazier,1990-11-01T00:00:00,Penn State,USA,Penn State/USA,6-0,170,7,10,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,tim_frazier,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,204025,Tim Frazier,career,5.0,4.0,2.3,,12014,0.0
0,1628982,Melvin,Frazier Jr.,Melvin Frazier Jr.,"Frazier Jr., Melvin",M. Frazier Jr.,melvin-frazier-jr,1996-08-30T00:00:00,Tulane,USA,Tulane/USA,6-5,215,2,35,Guard-Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,melvin_frazier_jr,2018,2019,Y,Y,Y,2018,2,35,1628982,Melvin Frazier Jr.,career,1.9,0.1,0.5,,12018,0.0
0,1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-4,209,4,20,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,markelle_fultz,2017,2021,N,Y,Y,2017,1,1,1628365,Markelle Fultz,2020-21,12.9,5.4,3.1,0.081,12017,
0,1629117,Wenyen,Gabriel,Wenyen Gabriel,"Gabriel, Wenyen",W. Gabriel,wenyen-gabriel,1997-03-26T00:00:00,Kentucky,South Sudan,Kentucky/South Sudan,6-9,205,2,32,Forward,Inactive,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,wenyen_gabriel,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629117,Wenyen Gabriel,career,2.6,0.4,2.1,,12018,0.0
0,1629655,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-9,234,2,21,Forward-Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,daniel_gafford,2019,2021,Y,Y,Y,2019,2,38,1629655,Daniel Gafford,2021-22,9.7,0.3,4.0,0.105,12019,
0,201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236,12,8,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,danilo_gallinari,2008,2021,N,Y,Y,2008,1,6,201568,Danilo Gallinari,2020-21,13.3,1.5,4.1,0.112,22008,
0,204038,Langston,Galloway,Langston Galloway,"Galloway, Langston",L. Galloway,langston-galloway,1991-12-09T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-1,200,7,2,Guard,Inactive,Y,1610612756,Suns,PHX,suns,Phoenix,langston_galloway,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,204038,Langston Galloway,career,8.2,1.6,2.4,,12014,0.0
0,1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192,2,10,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,2019,2021,N,Y,Y,2019,1,5,1629636,Darius Garland,2021-22,11.0,9.5,2.0,0.072,12019,
0,201188,Marc,Gasol,Marc Gasol,"Gasol, Marc",M. Gasol,marc-gasol,1985-01-29T00:00:00,,Spain,FC Barcelona/Spain,6-11,255,13,14,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,marc_gasol,2008,2020,N,Y,Y,2007,2,48,201188,Marc Gasol,career,14.0,3.4,7.4,,12008,3.0
0,200752,Rudy,Gay,Rudy Gay,"Gay, Rudy",R. Gay,rudy-gay,1986-08-17T00:00:00,Connecticut,USA,Connecticut/USA,6-8,250,15,8,Forward-Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,rudy_gay,2006,2021,N,Y,Y,2006,1,8,200752,Rudy Gay,2020-21,11.4,1.4,4.8,0.108,12006,
0,202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,11,13,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,paul_george,2010,2021,N,Y,Y,2010,1,10,202331,Paul George,2021-22,28.0,5.0,7.0,0.2,12010,
0,201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,taj-gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232,12,67,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,taj_gibson,2009,2021,N,Y,Y,2009,1,26,201959,Taj Gibson,2021-22,2.0,1.0,3.5,0.02,12009,
0,1628385,Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,harry-giles-iii,1998-04-22T00:00:00,Duke,USA,Duke/USA,6-11,240,3,4,Forward-Center,Inactive,Y,1610612757,Trail Blazers,POR,blazers,Portland,harry_giles,2017,2020,Y,Y,Y,2017,1,20,1628385,Harry Giles III,career,5.9,1.2,3.8,,12018,0.0
0,1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,180,3,2,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018,2021,N,Y,Y,2018,1,11,1628983,Shai Gilgeous-Alexander,2021-22,22.5,4.0,3.8,0.116,12018,
0,203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,8,27,Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,rudy_gobert,2013,2021,Y,Y,Y,2013,1,27,203497,Rudy Gobert,2021-22,18.7,0.7,19.0,0.218,12013,
0,1629164,Brandon,Goodwin,Brandon Goodwin,"Goodwin, Brandon",B. Goodwin,brandon-goodwin,1995-10-02T00:00:00,Florida Gulf Coast,USA,Florida Gulf Coast/USA,6-0,180,3,0,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,brandon_goodwin,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629164,Brandon Goodwin,career,4.7,1.6,1.5,,12018,0.0
0,203932,Aaron,Gordon,Aaron Gordon,"Gordon, Aaron",A. Gordon,aaron-gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,7,50,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014,2021,N,Y,Y,2014,1,4,203932,Aaron Gordon,2021-22,13.0,1.8,7.3,0.085,12014,
0,201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,13,10,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,eric_gordon,2008,2021,N,Y,Y,2008,1,7,201569,Eric Gordon,2021-22,15.3,1.3,1.8,0.118,12008,
0,1628984,Devonte',Graham,Devonte' Graham,"Graham, Devonte'",D. Graham,devonte-graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,6-1,195,3,4,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,devonte_graham,2018,2021,Y,Y,Y,2018,2,34,1628984,Devonte' Graham,2021-22,17.8,5.0,3.3,0.107,12018,
0,1626203,Treveon,Graham,Treveon Graham,"Graham, Treveon",T. Graham,treveon-graham,1993-10-28T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-5,219,4,2,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,treveon_graham,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1626203,Treveon Graham,career,4.2,0.8,2.2,,12015,0.0
0,203924,Jerami,Grant,Jerami Grant,"Grant, Jerami",J. Grant,jerami-grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-8,210,7,9,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jerami_grant,2014,2021,N,Y,Y,2014,2,39,203924,Jerami Grant,2021-22,16.5,1.5,5.5,0.089,22014,
0,1627982,Josh,Gray,Josh Gray,"Gray, Josh",J. Gray,josh-gray,1993-09-09T00:00:00,Louisiana State,USA,Louisiana State/USA,6-0,180,2,5,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,josh_gray,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627982,Josh Gray,career,4.9,2.0,1.7,,22017,0.0
0,201980,Danny,Green,Danny Green,"Green, Danny",D. Green,danny-green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,12,14,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,danny_green,2009,2021,Y,Y,Y,2009,2,46,201980,Danny Green,2021-22,7.3,0.0,2.8,0.052,12009,
0,203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,9,23,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2021,N,Y,Y,2012,2,35,203110,Draymond Green,2021-22,9.5,6.8,7.3,0.089,12012,
0,101123,Gerald,Green,Gerald Green,"Green, Gerald",G. Green,gerald-green,1986-01-26T00:00:00,No College,USA,No College/USA,6-7,205,12,14,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,gerald_green,2005,2018,Y,Y,Y,2005,1,18,101123,Gerald Green,career,9.7,0.9,2.5,,12005,0.0
0,203210,JaMychal,Green,JaMychal Green,"Green, JaMychal",J. Green,jamychal-green,1990-06-21T00:00:00,Alabama,USA,Alabama/USA,6-8,227,7,0,Forward-Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jamychal_green,2014,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,203210,JaMychal Green,2021-22,3.5,0.5,2.0,0.008,12013,
0,1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford/USA,6-5,205,2,24,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,javonte_green,2019,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,1629750,Javonte Green,2021-22,5.5,0.8,2.8,0.113,12019,
0,201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,13,32,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,jeff_green,2007,2021,N,Y,Y,2007,1,5,201145,Jeff Green,2021-22,7.0,1.0,1.3,0.027,12007,
0,201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,blake-griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,250,11,2,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,blake_griffin,2009,2021,N,Y,Y,2009,1,1,201933,Blake Griffin,2021-22,4.0,0.0,5.7,0.034,12009,
0,1629741,Marko,Guduric,Marko Guduric,"Guduric, Marko",M. Guduric,marko-guduric,1995-03-08T00:00:00,,Serbia,Fenerbahce/Serbia,6-6,201,1,23,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,marko_guduric,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629741,Marko Guduric,career,3.9,1.0,1.7,,12019,0.0
0,1629657,Kyle,Guy,Kyle Guy,"Guy, Kyle",K. Guy,kyle-guy,1997-08-11T00:00:00,Virginia,USA,Virginia/USA,6-1,167,2,7,Guard,Inactive,Y,1610612758,Kings,SAC,kings,Sacramento,kyle_guy,2019,2020,Y,Y,Y,2019,2,55,1629657,Kyle Guy,career,2.7,1.0,1.1,,12019,0.0
0,1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,2,8,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,rui_hachimura,2019,2021,N,Y,Y,2019,1,9,1629060,Rui Hachimura,2020-21,13.8,1.4,5.5,0.082,12019,
0,1628985,Devon,Hall,Devon Hall,"Hall, Devon",D. Hall,devon-hall,1995-07-07T00:00:00,Virginia,USA,Virginia/USA,6-5,215,1,14,Guard,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,devon_hall,2019,2019,Y,Y,Y,2018,2,53,1628985,Devon Hall,career,1.8,1.2,0.6,,12019,0.0
0,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,8,11,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway jr.,2013,2021,Y,Y,Y,2013,1,24,203501,Tim Hardaway Jr.,2021-22,18.3,0.7,2.3,0.103,12013,
0,201935,James,Harden,James Harden,"Harden, James",J. Harden,james-harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,12,13,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,james_harden,2009,2021,N,Y,Y,2009,1,3,201935,James Harden,2021-22,17.3,8.3,7.0,0.115,12009,
0,203090,Maurice,Harkless,Maurice Harkless,"Harkless, Maurice",M. Harkless,maurice-harkless,1993-05-11T00:00:00,St. John's,USA,St. John's/USA,6-7,220,9,8,Forward-Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,maurice_harkless,2012,2021,N,Y,Y,2012,1,15,203090,Maurice Harkless,2021-22,7.5,0.5,2.5,0.057,22012,
0,1629607,Jared,Harper,Jared Harper,"Harper, Jared",J. Harper,jared-harper,1997-09-14T00:00:00,Auburn,USA,Auburn/USA,5-10,175,2,0,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,jared_harper,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629607,Jared Harper,career,0.5,0.1,0.2,,12019,0.0
0,1626149,Montrezl,Harrell,Montrezl Harrell,"Harrell, Montrezl",M. Harrell,montrezl-harrell,1994-01-26T00:00:00,Louisville,USA,Louisville/USA,6-7,240,6,6,Forward-Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,montrezl_harrell,2015,2021,Y,Y,Y,2015,2,32,1626149,Montrezl Harrell,2021-22,15.3,1.3,7.7,0.182,12015,
0,203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,7,14,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014,2021,N,Y,Y,2014,1,19,203914,Gary Harris,2021-22,2.0,2.0,0.0,-0.015,12014,
0,203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,joe-harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220,7,12,Guard-Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,joe_harris,2014,2021,Y,Y,Y,2014,2,33,203925,Joe Harris,2021-22,10.3,1.3,4.8,0.038,12014,
0,202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,tobias-harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-7,226,10,12,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011,2021,N,Y,Y,2011,1,19,202699,Tobias Harris,2021-22,20.0,5.0,9.3,0.157,12011,
0,1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,shaquille-harrison,1993-10-06T00:00:00,Tulsa,USA,Tulsa/USA,6-7,190,4,3,Guard,Inactive,Y,1610612743,Nuggets,DEN,nuggets,Denver,shaquille_harrison,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627885,Shaquille Harrison,career,5.2,1.5,2.4,,22017,0.0
0,1628404,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,josh-hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-5,215,4,3,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,josh_hart,2017,2021,Y,Y,Y,2017,1,30,1628404,Josh Hart,2021-22,5.0,1.0,2.0,0.111,12017,
0,1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250,3,55,Center-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,isaiah_hartenstein,2018,2021,Y,Y,Y,2017,2,43,1628392,Isaiah Hartenstein,2021-22,10.0,1.5,4.5,0.187,12018,
0,2617,Udonis,Haslem,Udonis Haslem,"Haslem, Udonis",U. Haslem,udonis-haslem,1980-06-09T00:00:00,Florida,USA,Florida/USA,6-8,235,18,40,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,udonis_haslem,2003,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,2617,Udonis Haslem,2020-21,4.0,0.0,1.0,0.455,12003,
0,1629637,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,2000-05-23T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-11,220,2,10,Center-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jaxson_hayes,2019,2021,N,Y,Y,2019,1,8,1629637,Jaxson Hayes,2021-22,5.0,0.0,3.5,0.068,12019,
